"Transaction_ID","Date_of_Purchase","Time_of_Purchase","Purchase_Type","Payment_Method","Railcard","Ticket_Class","Ticket_Type","Price","Departure_Station","Arrival_Destination","Date_of_Journey","Departure_Time","Arrival_Time","Actual_Arrival_Time","Journey_Status","Reason_for_Delay","Refund_Request"
"7dc774d7-63dc-40c0-a1c2","2024-01-08","19:31:10","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-09","17:45:00","18:15:00","18:15:00","On Time","None","No"
"7dd71b94-0124-4f9a-9c1d","2024-01-27","10:22:35","Station","Contactless","None","First Class","Advance","10","Manchester Piccadilly","Liverpool Lime Street","2024-01-28","08:45:00","09:15:00","09:15:00","On Time","None","No"
"7de23b2b-6726-4ab2-a83b","2024-01-26","02:45:12","Online","Contactless","None","First Class","Off-Peak","14","Manchester Piccadilly","Liverpool Lime Street","2024-01-26","04:15:00","04:45:00","04:45:00","On Time","None","No"
"7de461e6-8144-4fe3-99ce","2024-02-10","17:25:24","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-02-10","18:45:00","19:15:00","19:15:00","On Time","None","No"
"7de5e65e-9714-4955-a39d","2024-02-06","23:59:21","Station","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-27","22:15:00","23:15:00","23:15:00","On Time","None","No"
"7df0fbae-83e0-46fc-a783","2024-01-22","09:07:45","Online","Contactless","None","Standard","Off-Peak","5","Manchester Piccadilly","Sheffield","2024-01-22","10:30:00","11:15:00","11:15:00","On Time","None","No"
"7df37c20-fe4e-4c57-8e41","2024-02-02","06:11:54","Online","Credit Card","Disabled","Standard","Anytime","45","York","Peterborough","2024-02-02","07:30:00","08:40:00","08:40:00","On Time","None","No"
"7df41a5b-7a81-4a52-a9db","2024-02-15","20:25:22","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-16","17:45:00","19:35:00","19:35:00","On Time","None","No"
"7df49454-de86-4590-a97e","2024-02-08","06:00:28","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-02-08","07:30:00","09:20:00","09:20:00","On Time","None","No"
"7e004439-d8c8-4fba-bc94","2024-01-05","04:32:08","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-06","03:00:00","04:50:00","04:50:00","On Time","None","No"
"7e07c036-99c5-42ae-87f9","2024-02-16","01:15:10","Online","Contactless","Disabled","Standard","Advance","23","London Kings Cross","York","2024-02-24","23:45:00","01:35:00","01:35:00","On Time","None","No"
"7e0c0296-4b4a-4927-b84b","2024-01-10","16:46:20","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-11","15:15:00","16:35:00","no infor","Cancelled","Signal Failure","Yes"
"7e0c5d21-83ea-4fbc-8dbe","2024-02-11","01:24:42","Online","Contactless","Disabled","Standard","Advance","5","York","Durham","2024-02-28","23:45:00","00:35:00","00:35:00","On Time","None","No"
"7e14d78e-dcda-40a1-9573","2024-01-23","05:02:06","Online","Credit Card","Disabled","Standard","Anytime","7","York","Doncaster","2024-01-23","06:30:00","07:00:00","07:00:00","On Time","None","No"
"7e2d3f37-7c80-4edd-9ccc","2024-01-24","03:46:49","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-25","02:15:00","02:45:00","02:45:00","On Time","None","No"
"7e2d57f4-3c50-49eb-8557","2024-01-13","13:38:53","Online","Contactless","None","Standard","Off-Peak","53","London Kings Cross","York","2024-01-13","15:00:00","16:50:00","16:50:00","On Time","None","No"
"7e34aa02-52da-44b9-b871","2024-02-02","16:50:09","Online","Credit Card","Adult","Standard","Advance","5","London St Pancras","Birmingham New Street","2024-02-20","15:15:00","16:35:00","16:35:00","On Time","None","No"
"7e352e0a-e3fd-43f0-ae65","2024-01-10","12:04:03","Station","Contactless","Senior","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-10","13:30:00","14:00:00","14:00:00","On Time","None","No"
"7e38db8e-0f53-48f0-af77","2024-01-13","07:27:45","Online","Contactless","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-13","08:45:00","09:45:00","09:45:00","On Time","None","No"
"7e39f53b-0384-4704-8090","2024-01-20","16:37:24","Station","Debit Card","Adult","Standard","Off-Peak","13","London Paddington","Reading","2024-01-20","18:00:00","19:00:00","19:00:00","On Time","None","No"
"7e3b7b27-9950-4086-baac","2024-01-25","05:09:12","Online","Credit Card","Disabled","Standard","Anytime","43","London St Pancras","Wolverhampton","2024-01-25","06:30:00","08:00:00","08:00:00","On Time","None","No"
"7e3bd27c-be04-4378-bb1f","2024-02-02","17:55:06","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-17","16:15:00","18:05:00","18:05:00","On Time","None","No"
"7e49c9db-5efa-4d2e-a6b2","2024-01-25","08:29:15","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-26","07:45:00","08:45:00","08:45:00","On Time","None","No"
"7e4ebb6e-e31b-4120-99c3","2024-01-03","06:38:42","Station","Credit Card","None","Standard","Anytime","151","Liverpool Lime Street","London Euston","2024-01-03","08:00:00","10:15:00","11:09:00","Delayed","Weather","No"
"7e4fa0b9-66f1-4511-bd65","2024-02-03","20:01:39","Station","Contactless","None","Standard","Advance","33","Reading","Birmingham New Street","2024-02-28","18:30:00","19:30:00","19:30:00","On Time","None","No"
"7e4fc2fd-9d04-4368-a40e","2024-01-27","20:38:06","Station","Contactless","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-01-27","22:00:00","23:20:00","23:20:00","On Time","None","No"
"7e55224b-95cc-4a5a-86a6","2024-01-16","14:50:36","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-17","13:15:00","14:35:00","14:35:00","On Time","None","No"
"7e56f6f4-1baa-4c9b-afe2","2024-02-14","17:20:37","Online","Credit Card","None","First Class","Advance","52","London Euston","Birmingham New Street","2024-02-15","15:45:00","17:05:00","17:05:00","On Time","None","No"
"7e639e22-2fae-47fc-a1b5","2024-01-02","18:55:27","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-03","17:15:00","19:05:00","19:05:00","On Time","None","No"
"7e654422-117b-4f7e-a5e9","2024-01-13","09:04:59","Online","Credit Card","None","Standard","Advance","73","London Paddington","Manchester Piccadilly","2024-01-14","07:30:00","09:45:00","09:45:00","On Time","None","No"
"7e673133-5a75-4862-bd02","2024-01-09","09:44:39","Station","Credit Card","None","First Class","Advance","118","Liverpool Lime Street","London Euston","2024-01-10","08:00:00","10:15:00","no infor","Cancelled","Staffing","No"
"7e68e116-9856-4412-8de1","2024-02-02","20:22:11","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-03","17:45:00","18:15:00","no infor","Cancelled","Signal Failure","No"
"7e6d36c6-e573-40da-92bc","2024-02-13","12:31:31","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-14","11:00:00","12:20:00","12:20:00","On Time","None","No"
"7e736143-de58-4a36-9ca2","2024-02-07","14:20:27","Station","Contactless","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-02-07","15:45:00","17:05:00","17:05:00","On Time","None","No"
"7e7563c9-7a0a-46bf-a36c","2024-01-22","18:50:02","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-23","17:15:00","19:05:00","19:05:00","On Time","None","No"
"7e78b8f7-69a6-4861-98e0","2024-01-04","20:43:21","Station","Credit Card","None","First Class","Advance","54","London St Pancras","Birmingham New Street","2024-01-05","19:00:00","20:20:00","20:20:00","On Time","None","No"
"7e7af140-e4dc-4463-a13d","2024-01-24","06:33:04","Station","Credit Card","None","Standard","Anytime","151","Liverpool Lime Street","London Euston","2024-01-24","08:00:00","10:15:00","10:26:00","Delayed","Weather","No"
"7e82e102-c084-4380-9ea8","2024-01-15","00:02:58","Station","Credit Card","Adult","Standard","Advance","11","Oxford","Bristol Temple Meads","2024-01-16","22:30:00","23:45:00","23:45:00","On Time","None","No"
"7e87e700-f61d-45f2-a750","2024-01-11","12:04:14","Station","Credit Card","Disabled","First Class","Advance","7","Liverpool Lime Street","Manchester Piccadilly","2024-01-12","10:30:00","11:00:00","11:00:00","On Time","None","No"
"7e8aca3a-837b-4900-acb8","2024-01-14","20:54:19","Station","Credit Card","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-14","22:15:00","23:15:00","23:15:00","On Time","None","No"
"7e8e33b8-6c30-4746-bfd9","2024-01-23","08:17:25","Online","Credit Card","None","Standard","Advance","18","London Paddington","Oxford","2024-01-24","07:45:00","09:15:00","09:15:00","On Time","None","No"
"7e914762-3bad-495f-811f","2024-01-10","20:19:24","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-11","18:45:00","20:05:00","20:05:00","On Time","None","No"
"7e9317db-1573-49a0-84d2","2024-02-01","04:59:32","Online","Credit Card","Senior","First Class","Anytime","13","Manchester Piccadilly","Liverpool Lime Street","2024-02-01","06:15:00","06:45:00","06:45:00","On Time","None","No"
"7e9c01f1-3c6b-498e-87e7","2024-01-06","23:04:40","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-07","00:30:00","02:20:00","02:20:00","On Time","None","No"
"7e9dc022-1f61-4aa2-be51","2024-01-25","16:08:13","Station","Credit Card","None","Standard","Anytime","5","Manchester Piccadilly","Liverpool Lime Street","2024-01-25","17:45:00","18:15:00","18:15:00","On Time","None","No"
"7ea5e734-ffdd-4513-b8ea","2024-02-04","18:50:15","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-05","17:15:00","19:05:00","19:05:00","On Time","None","No"
"7ea89af6-4f87-4b6c-95d8","2024-01-10","00:50:25","Online","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-10","02:15:00","03:35:00","03:35:00","On Time","None","No"
"7eb14417-84de-4715-a74c","2024-02-03","18:45:42","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-02-03","20:15:00","20:45:00","20:45:00","On Time","None","No"
"7ebb96ee-9e9b-4f20-89c6","2024-01-12","08:17:29","Online","Credit Card","None","Standard","Advance","18","London Paddington","Oxford","2024-01-13","07:45:00","09:15:00","09:15:00","On Time","None","No"
"7ebc87a1-794f-4f9a-820e","2024-01-12","08:12:00","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-12","09:30:00","10:00:00","10:00:00","On Time","None","No"
"7ec081d9-562f-47ae-b507","2024-01-03","05:58:17","Online","Credit Card","None","Standard","Anytime","13","London Euston","Birmingham New Street","2024-01-03","07:15:00","08:35:00","08:35:00","On Time","None","No"
"7ec27588-0f6c-4f03-8fcd","2024-01-12","15:45:10","Station","Contactless","None","Standard","Anytime","6","Liverpool Lime Street","Manchester Piccadilly","2024-01-12","17:15:00","17:45:00","17:45:00","On Time","None","No"
"7ec301a8-96c4-4106-97f1","2024-01-12","13:19:37","Online","Contactless","None","First Class","Advance","52","London Euston","Birmingham New Street","2024-01-13","11:45:00","13:05:00","13:05:00","On Time","None","No"
"7ec45972-a189-4920-ba1a","2024-01-17","17:21:37","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-18","15:45:00","16:15:00","16:15:00","On Time","None","No"
"7ec6589c-6e9b-475a-b5b7","2024-01-29","17:36:34","Station","Credit Card","None","Standard","Advance","34","York","Peterborough","2024-01-30","16:00:00","17:10:00","17:10:00","On Time","None","No"
"7eca4c36-6c18-48da-abdf","2024-02-14","20:04:08","Online","Credit Card","Adult","Standard","Off-Peak","10","Manchester Piccadilly","Leeds","2024-02-14","21:30:00","22:15:00","22:15:00","On Time","None","No"
"7ed4d8e6-ee5f-4e12-93d1","2024-02-14","00:06:22","Station","Credit Card","Adult","Standard","Advance","2","London Euston","Oxford","2024-02-18","22:30:00","23:40:00","23:40:00","On Time","None","No"
"7ed6de73-ab09-4416-989b","2024-01-08","00:47:48","Online","Credit Card","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-01-08","02:15:00","02:45:00","02:45:00","On Time","None","No"
"7ed6f09d-f2e8-4c6d-882a","2024-02-04","12:40:52","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-12","11:00:00","12:20:00","12:20:00","On Time","None","No"
"7ed9b545-eb6f-49b2-9b5a","2023-12-31","06:44:35","Online","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-01","05:00:00","05:30:00","05:30:00","On Time","None","No"
"7edd664f-9990-4a0a-97fb","2024-01-24","20:57:30","Station","Credit Card","Adult","Standard","Off-Peak","72","London Euston","Manchester Piccadilly","2024-01-24","22:15:00","00:05:00","00:05:00","On Time","None","No"
"7ee04e52-aaf7-4c12-b433","2024-01-20","14:46:54","Station","Contactless","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-21","13:15:00","13:45:00","13:45:00","On Time","None","No"
"7ee44a9d-1143-43d6-8aaf","2024-02-09","03:50:13","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-22","02:15:00","03:35:00","03:35:00","On Time","None","No"
"7eee2280-48c0-43a9-b45d","2024-02-15","08:09:18","Online","Credit Card","Disabled","Standard","Advance","4","York","Doncaster","2024-02-16","06:30:00","07:00:00","07:00:00","On Time","None","No"
"7ef46917-baa3-4842-a907","2024-02-06","17:25:31","Online","Contactless","None","Standard","Advance","6","Birmingham New Street","Liverpool Lime Street","2024-02-07","15:45:00","17:15:00","17:15:00","On Time","None","No"
"7efcb032-eaf8-4642-8ca6","2024-01-03","20:29:09","Station","Credit Card","None","Standard","Advance","5","Birmingham New Street","Stafford","2024-01-04","17:45:00","18:15:00","18:15:00","On Time","None","No"
"7efd7bf8-eb85-40a7-b02c","2024-01-11","05:31:56","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-12","04:00:00","05:50:00","05:50:00","On Time","None","No"
"7efe9efc-d823-4047-8995","2024-02-01","04:51:44","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-02-01","06:15:00","08:05:00","08:05:00","On Time","None","No"
"7f009d07-dd16-424f-8160","2024-01-27","17:24:03","Online","Credit Card","None","Standard","Off-Peak","10","Birmingham New Street","Nuneaton","2024-01-27","18:45:00","19:05:00","19:05:00","On Time","None","No"
"7f05d329-4179-4499-8724","2024-01-16","20:31:29","Station","Contactless","Disabled","First Class","Off-Peak","10","Liverpool Lime Street","Manchester Piccadilly","2024-01-16","22:00:00","22:30:00","22:30:00","On Time","None","No"
"7f0a09ac-e045-450b-86c9","2024-02-03","09:33:51","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-02-04","08:00:00","10:15:00","no infor","Cancelled","Weather","No"
"7f17706a-25f7-4f99-8403","2024-02-03","19:06:48","Online","Credit Card","Adult","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-02-04","17:30:00","18:00:00","18:00:00","On Time","None","No"
"7f1a763f-a78b-4189-a68b","2024-01-21","22:25:57","Station","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-22","20:45:00","22:05:00","22:05:00","On Time","None","No"
"7f1ca1c6-9767-477d-bd14","2024-01-04","02:16:53","Station","Credit Card","None","Standard","Off-Peak","53","London Kings Cross","York","2024-01-04","03:45:00","05:35:00","05:35:00","On Time","None","No"
"7f208687-05fd-45fd-9923","2024-01-28","09:52:29","Station","Credit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-29","08:15:00","09:35:00","09:35:00","On Time","None","No"
"7f277bc2-b82c-408b-9d92","2024-02-04","08:15:05","Online","Credit Card","None","Standard","Advance","18","London Paddington","Oxford","2024-02-13","07:45:00","09:15:00","no infor","Cancelled","Traffic","Yes"
"7f2a256d-1644-46fd-b822","2024-01-17","03:34:13","Online","Credit Card","None","Standard","Advance","12","Manchester Piccadilly","Nottingham","2024-02-03","02:00:00","03:00:00","03:00:00","On Time","None","No"
"7f346da6-5b7a-4195-8fb1","2024-01-08","01:41:14","Station","Credit Card","None","First Class","Advance","27","London Paddington","Reading","2024-01-09","00:00:00","01:00:00","01:00:00","On Time","None","No"
"7f37cb74-a4d3-4fd5-866f","2024-02-06","17:17:45","Station","Credit Card","Adult","Standard","Anytime","11","London St Pancras","Birmingham New Street","2024-02-06","18:45:00","20:05:00","20:05:00","On Time","None","No"
"7f38bbe6-3426-44ee-a42b","2024-02-07","17:40:50","Station","Credit Card","Adult","First Class","Advance","38","London Kings Cross","York","2024-02-14","16:00:00","17:50:00","17:50:00","On Time","None","No"
"7f4358b9-7341-4ad4-b2d9","2024-02-13","20:26:51","Station","Credit Card","None","Standard","Advance","5","Birmingham New Street","Stafford","2024-02-22","17:45:00","18:15:00","18:15:00","On Time","None","No"
"7f475c17-0655-4093-b2c7","2024-02-12","10:47:10","Online","Contactless","Disabled","First Class","Advance","36","London St Pancras","Birmingham New Street","2024-02-19","09:15:00","10:35:00","10:35:00","On Time","None","No"
"7f4cbf37-36df-43c3-8046","2024-02-02","01:11:49","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-03","23:30:00","00:00:00","00:00:00","On Time","None","No"
"7f55b9ed-f7bc-4366-8b77","2024-01-15","06:37:14","Station","Credit Card","None","Standard","Anytime","151","Liverpool Lime Street","London Euston","2024-01-15","08:00:00","10:15:00","11:00:00","Delayed","Staffing","No"
"7f619028-4fb7-4694-812a","2024-01-04","06:44:22","Station","Credit Card","None","Standard","Anytime","151","Liverpool Lime Street","London Euston","2024-01-04","08:00:00","10:15:00","no infor","Cancelled","Weather","No"
"7f639c86-cc33-4129-baba","2024-02-09","17:24:49","Station","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-10","15:45:00","16:15:00","16:15:00","On Time","None","No"
"7f675f9c-bd15-4d52-be95","2024-02-11","08:16:53","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-12","07:45:00","08:45:00","no infor","Cancelled","Weather Conditions","No"
"7f68943e-b6c3-4ba7-99a6","2024-01-09","20:29:49","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-10","18:45:00","20:05:00","20:05:00","On Time","None","No"
"7f6a55f5-2538-471a-8604","2024-01-10","17:22:51","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-11","15:45:00","16:15:00","16:15:00","On Time","None","No"
"7f710572-69b9-413d-aa2e","2024-01-26","15:55:03","Online","Contactless","None","Standard","Anytime","25","Reading","London Paddington","2024-01-26","17:15:00","17:40:00","17:40:00","On Time","None","No"
"7f754385-cadf-4f4b-8558","2024-01-02","21:58:19","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-03","20:15:00","20:45:00","20:45:00","On Time","None","No"
"7f757a43-f90f-4c5e-b982","2024-01-04","05:03:48","Online","Credit Card","Disabled","Standard","Anytime","7","York","Doncaster","2024-01-04","06:30:00","07:00:00","07:00:00","On Time","None","No"
"7f80520f-c3ed-4ba8-96d7","2024-02-10","10:33:24","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-12","09:00:00","09:30:00","09:30:00","On Time","None","No"
"7f844fac-c05a-4076-9f7d","2024-01-28","20:20:15","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-29","18:45:00","20:05:00","20:05:00","On Time","None","No"
"7f8f4366-86db-434a-9902","2024-01-25","08:28:10","Online","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-26","07:45:00","08:15:00","08:15:00","On Time","None","No"
"7f915fa4-e8e3-479f-84ef","2024-02-01","11:44:55","Online","Contactless","None","Standard","Off-Peak","53","London Kings Cross","York","2024-02-01","13:00:00","14:50:00","14:50:00","On Time","None","No"
"7f9216ca-2d12-4ca6-8cca","2024-01-24","14:58:44","Online","Credit Card","None","Standard","Advance","22","Birmingham New Street","London St Pancras","2024-01-25","13:15:00","14:35:00","14:35:00","On Time","None","No"
"7f96af1a-0bd1-4f6d-845e","2024-02-06","21:58:05","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-16","20:15:00","20:45:00","20:45:00","On Time","None","No"
"7f9ea70c-af81-4dfd-bf92","2024-01-10","05:31:42","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-11","04:00:00","05:50:00","05:50:00","On Time","None","No"
"7f9fb0ff-6d76-49b1-ae1e","2024-01-28","04:48:42","Online","Debit Card","Senior","Standard","Off-Peak","13","London Paddington","Reading","2024-01-28","06:15:00","07:15:00","07:15:00","On Time","None","No"
"7fa47d85-96cf-4fe1-9863","2024-01-28","04:38:53","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-05","03:00:00","03:30:00","03:30:00","On Time","None","No"
"7fa9c9f5-c1cd-4624-b1b6","2024-01-14","07:26:33","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-15","05:45:00","07:05:00","07:05:00","On Time","None","No"
"7fba8c6a-3fbc-4089-b078","2024-01-08","20:28:52","Station","Credit Card","Adult","Standard","Advance","5","London St Pancras","Birmingham New Street","2024-01-09","18:45:00","20:05:00","20:05:00","On Time","None","No"
"7fbaf865-ffed-4b34-90e5","2024-02-02","09:42:31","Station","Credit Card","None","Standard","Advance","84","Manchester Piccadilly","London Euston","2024-02-15","08:00:00","09:50:00","10:15:00","Delayed","Weather","No"
"7fc930dd-ee17-4958-b7f5","2024-01-23","21:59:25","Online","Credit Card","None","Standard","Advance","72","London Euston","Manchester Piccadilly","2024-01-24","20:15:00","22:05:00","22:05:00","On Time","None","No"
"7fd112e1-4c10-45b3-9e74","2024-02-04","21:43:28","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-27","20:00:00","21:00:00","21:00:00","On Time","None","No"
"7fd4ddaf-e024-4d65-af92","2024-01-30","19:42:19","Station","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-30","21:00:00","22:20:00","22:20:00","On Time","None","No"
"7fd9463a-2cc3-41be-8e46","2024-02-01","17:26:54","Online","Credit Card","Senior","Standard","Anytime","11","Liverpool Lime Street","Crewe","2024-02-01","18:45:00","19:20:00","19:20:00","On Time","None","No"
"7fdcdb50-7d4b-4ab8-8cf5","2024-01-14","14:17:47","Station","Contactless","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-14","15:45:00","17:05:00","no infor","Cancelled","Technical Issue","No"
"7fe77383-3ca3-489f-9c3f","2024-01-27","17:21:49","Station","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-28","15:45:00","16:15:00","16:15:00","On Time","None","No"
"7fe8828f-8f25-4f66-88d3","2024-01-18","21:39:40","Station","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-19","20:00:00","21:00:00","21:00:00","On Time","None","No"
"7fef2db2-4664-402c-b4fb","2024-02-13","17:34:54","Station","Credit Card","Adult","First Class","Advance","35","London Euston","Birmingham New Street","2024-02-14","16:00:00","17:20:00","18:59:00","Delayed","Weather","No"
"7ff06937-583f-4918-ba0c","2024-02-08","09:31:21","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-02-09","08:00:00","10:15:00","10:45:00","Delayed","Weather","No"
"7ff3b279-5111-4bde-b789","2024-02-04","05:09:19","Online","Credit Card","Disabled","Standard","Off-Peak","5","York","Doncaster","2024-02-04","06:30:00","07:00:00","07:00:00","On Time","None","No"
"7ff8a81f-2559-4ddd-958a","2024-01-17","21:32:58","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-18","20:00:00","21:50:00","21:50:00","On Time","None","No"
"7ff8bf57-9a17-4d7e-9844","2024-01-19","02:59:11","Station","Contactless","Disabled","Standard","Off-Peak","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-19","04:15:00","04:45:00","04:45:00","On Time","None","No"
"7ffa4bd6-02ec-4c94-830e","2024-01-08","18:46:41","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-08","20:15:00","20:45:00","20:45:00","On Time","None","No"
"7ffb94ce-cd5c-41aa-a6bd","2024-02-04","08:07:04","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-06","06:30:00","07:50:00","07:50:00","On Time","None","No"
"7ffd8172-0728-4722-9a31","2024-01-22","20:56:51","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-05","19:15:00","19:45:00","19:45:00","On Time","None","No"
"8004fd34-a0ce-4cc4-8515","2024-01-13","17:06:16","Online","Credit Card","Adult","Standard","Off-Peak","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-13","18:30:00","19:00:00","19:00:00","On Time","None","No"
"8006f5cf-f084-442b-a7c9","2024-02-08","23:56:11","Station","Contactless","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-20","22:15:00","23:35:00","23:35:00","On Time","None","No"
"8008355a-2211-4886-8281","2024-01-12","03:27:20","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-13","01:45:00","03:05:00","03:05:00","On Time","None","No"
"800af5a0-88d2-4657-be7a","2024-02-13","04:18:10","Station","Debit Card","Senior","Standard","Off-Peak","84","Manchester Piccadilly","London Euston","2024-02-13","09:30:00","11:20:00","11:36:00","Delayed","Traffic","Yes"
"8018948e-fe74-4a99-b010","2024-02-11","06:01:45","Station","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-20","04:30:00","05:50:00","05:50:00","On Time","None","No"
"801c067a-4732-4c15-a5fd","2024-01-09","23:46:36","Station","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-10","22:15:00","23:35:00","23:35:00","On Time","None","No"
"8022d46a-aa51-4f9f-9443","2024-02-02","20:23:18","Online","Credit Card","None","Standard","Advance","7","Birmingham New Street","Nuneaton","2024-02-17","18:45:00","19:05:00","19:05:00","On Time","None","No"
"8023a4d8-80cd-40c7-be1d","2024-01-05","18:45:11","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-06","17:15:00","19:05:00","19:05:00","On Time","None","No"
"8029b755-4ca0-40a6-a387","2024-02-02","08:27:26","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-21","06:45:00","08:05:00","08:05:00","On Time","None","No"
"80380e8c-1a4e-45b5-b99b","2024-01-13","23:48:51","Station","Credit Card","Adult","Standard","Advance","48","London Euston","Manchester Piccadilly","2024-01-14","22:15:00","00:05:00","00:05:00","On Time","None","No"
"80395d8c-5917-49eb-89e3","2024-01-31","06:07:29","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-01-31","07:30:00","09:20:00","09:20:00","On Time","None","No"
"803aeb20-0f7d-4fd8-b564","2024-01-12","07:16:56","Online","Credit Card","None","Standard","Anytime","25","London Paddington","Reading","2024-01-12","07:45:00","08:45:00","08:45:00","On Time","None","No"
"803b5a3c-3e5c-4a7a-a0f5","2024-01-06","20:20:14","Station","Contactless","None","First Class","Advance","57","London Kings Cross","York","2024-01-07","17:45:00","19:35:00","19:35:00","On Time","None","No"
