ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
413.0,female,group B,some high school,free/reduced,none,53.0,66.0,67.0
414.0,female,group C,some high school,standard,completed,64.0,74.0,76.0
415.0,female,group D,associate's degree,standard,none,39.0,37.0,41.0
416.0,male,group D,high school,standard,none,50.0,35.0,35.0
417.0,female,group C,associate's degree,standard,none,76.0,81.0,79.0
418.0,male,group D,some college,standard,completed,73.0,72.0,66.0
419.0,male,group D,some high school,standard,none,63.0,51.0,52.0
420.0,female,group B,some college,free/reduced,none,52.0,73.0,69.0
421.0,male,group A,bachelor's degree,standard,none,63.0,52.0,53.0
422.0,female,group C,high school,standard,none,66.0,81.0,76.0
423.0,male,group C,some high school,standard,none,87.0,74.0,64.0
424.0,female,group B,high school,free/reduced,none,54.0,60.0,68.0
425.0,male,group D,associate's degree,free/reduced,none,53.0,56.0,55.0
426.0,female,group D,some high school,standard,completed,58.0,67.0,64.0
427.0,female,group D,high school,standard,completed,79.0,80.0,81.0
428.0,male,group C,high school,free/reduced,none,50.0,46.0,41.0
429.0,female,group B,associate's degree,standard,none,76.0,78.0,77.0
430.0,female,group D,some college,free/reduced,none,28.0,40.0,49.0
431.0,female,group D,some high school,standard,completed,69.0,76.0,82.0
432.0,female,group E,high school,standard,none,47.0,43.0,43.0
433.0,female,group B,high school,standard,none,60.0,79.0,70.0
434.0,male,group D,high school,standard,none,56.0,42.0,37.0
435.0,female,group B,associate's degree,standard,completed,78.0,90.0,96.0
436.0,female,group B,high school,free/reduced,none,64.0,81.0,77.0
437.0,male,group E,some college,standard,none,91.0,87.0,82.0
438.0,female,group D,associate's degree,standard,none,59.0,64.0,63.0
439.0,male,group E,associate's degree,standard,none,85.0,82.0,83.0
440.0,female,group E,some college,free/reduced,completed,42.0,43.0,43.0
441.0,female,group C,associate's degree,standard,none,82.0,83.0,84.0
442.0,male,group D,associate's degree,free/reduced,none,38.0,37.0,38.0
443.0,female,group E,some high school,standard,completed,95.0,92.0,91.0
444.0,male,group C,some high school,standard,none,75.0,63.0,58.0
445.0,female,group A,associate's degree,standard,none,60.0,63.0,65.0
446.0,female,group D,high school,standard,none,76.0,78.0,85.0
447.0,male,group E,some college,free/reduced,completed,76.0,72.0,72.0
448.0,male,group D,some college,free/reduced,completed,68.0,70.0,62.0
449.0,female,group D,some college,standard,none,58.0,54.0,65.0
450.0,male,group D,bachelor's degree,standard,completed,90.0,90.0,87.0
451.0,female,group D,some college,standard,completed,74.0,88.0,89.0
452.0,female,group D,bachelor's degree,free/reduced,none,55.0,74.0,73.0
453.0,female,group C,some college,standard,none,55.0,67.0,67.0
454.0,male,group B,some high school,free/reduced,none,47.0,41.0,40.0
455.0,female,group D,bachelor's degree,standard,completed,63.0,78.0,79.0
456.0,female,group C,high school,standard,completed,95.0,100.0,96.0
457.0,male,group C,high school,standard,none,81.0,92.0,82.0
458.0,male,group D,some college,standard,completed,87.0,77.0,77.0
459.0,male,group C,some college,standard,none,75.0,70.0,73.0
460.0,male,group C,high school,standard,none,67.0,69.0,56.0
461.0,male,group C,associate's degree,free/reduced,none,74.0,65.0,62.0
462.0,female,group D,high school,standard,none,83.0,90.0,91.0
463.0,male,group E,some college,free/reduced,none,53.0,50.0,46.0
464.0,male,group A,high school,standard,completed,54.0,50.0,48.0
465.0,female,group C,some college,free/reduced,completed,46.0,67.0,64.0
466.0,female,group D,some college,free/reduced,completed,41.0,60.0,66.0
467.0,female,group D,associate's degree,standard,none,62.0,76.0,77.0
468.0,male,group D,some college,free/reduced,none,45.0,47.0,46.0
470.0,male,group A,associate's degree,standard,none,70.0,71.0,61.0
471.0,female,group D,high school,free/reduced,completed,37.0,56.0,56.0
472.0,female,group C,associate's degree,free/reduced,none,34.0,48.0,40.0
473.0,female,group B,master's degree,standard,none,63.0,69.0,67.0
474.0,male,group E,some college,free/reduced,none,70.0,59.0,54.0
475.0,female,group D,high school,standard,completed,59.0,62.0,63.0
476.0,male,group C,some college,standard,none,68.0,64.0,62.0
477.0,female,group C,some college,free/reduced,none,54.0,64.0,62.0
478.0,male,group D,some college,free/reduced,completed,71.0,82.0,79.0
479.0,male,group D,high school,free/reduced,completed,77.0,74.0,67.0
480.0,female,group C,some college,standard,completed,69.0,79.0,87.0
481.0,female,group C,bachelor's degree,standard,completed,53.0,71.0,66.0
482.0,female,group B,some high school,free/reduced,completed,44.0,52.0,57.0
483.0,female,group D,some college,free/reduced,none,63.0,68.0,74.0
484.0,male,group A,some college,free/reduced,none,49.0,48.0,45.0
485.0,male,group C,bachelor's degree,standard,none,73.0,76.0,70.0
486.0,female,group E,bachelor's degree,standard,completed,90.0,87.0,93.0
487.0,female,group C,high school,standard,none,58.0,73.0,67.0
488.0,female,group A,some college,standard,none,76.0,87.0,89.0
489.0,male,group E,master's degree,standard,none,86.0,78.0,76.0
490.0,female,group D,some high school,free/reduced,completed,81.0,84.0,89.0
491.0,female,group D,associate's degree,standard,none,89.0,100.0,100.0
492.0,male,group B,some high school,free/reduced,completed,36.0,33.0,38.0
493.0,male,group C,associate's degree,standard,none,55.0,58.0,54.0
494.0,female,group C,some college,standard,completed,56.0,75.0,68.0
495.0,male,group B,bachelor's degree,standard,none,55.0,47.0,41.0
496.0,female,group C,high school,free/reduced,none,48.0,53.0,50.0
497.0,female,group D,some college,free/reduced,none,52.0,64.0,62.0
498.0,male,group C,bachelor's degree,free/reduced,completed,75.0,69.0,67.0
499.0,male,group B,some high school,free/reduced,completed,54.0,55.0,52.0
500.0,male,group C,some high school,standard,none,80.0,84.0,71.0
501.0,male,group B,high school,standard,completed,62.0,64.0,61.0
502.0,female,group E,some college,free/reduced,completed,70.0,77.0,75.0
503.0,female,group B,high school,standard,none,57.0,67.0,62.0
504.0,female,group E,some college,free/reduced,completed,48.0,65.0,66.0
505.0,male,group C,associate's degree,standard,completed,45.0,44.0,44.0
506.0,female,group B,high school,free/reduced,none,62.0,72.0,58.0
507.0,male,group A,high school,standard,none,71.0,67.0,66.0
508.0,male,group E,some college,standard,none,54.0,44.0,43.0
509.0,female,group D,some college,standard,completed,78.0,79.0,96.0
510.0,female,group D,some high school,standard,none,76.0,93.0,92.0
511.0,female,group B,some college,standard,none,54.0,67.0,61.0
512.0,female,group C,some high school,free/reduced,none,60.0,73.0,68.0
513.0,male,group E,some college,standard,completed,62.0,58.0,55.0
514.0,male,group D,associate's degree,standard,none,48.0,46.0,43.0
515.0,female,group E,some college,standard,none,66.0,68.0,69.0
516.0,female,group C,some high school,standard,none,71.0,73.0,76.0
517.0,male,group D,high school,standard,none,63.0,58.0,60.0
518.0,female,group B,associate's degree,free/reduced,completed,61.0,58.0,64.0
519.0,male,group C,high school,standard,none,86.0,90.0,82.0
520.0,female,group E,some college,free/reduced,none,59.0,61.0,65.0
521.0,male,group D,associate's degree,standard,none,70.0,65.0,57.0
522.0,female,group C,some college,standard,completed,52.0,60.0,69.0
523.0,female,group B,some college,free/reduced,none,37.0,35.0,39.0
524.0,female,group E,high school,free/reduced,none,68.0,82.0,77.0
525.0,male,group B,some high school,standard,none,73.0,80.0,76.0
526.0,male,group B,bachelor's degree,standard,none,75.0,68.0,67.0
527.0,female,group B,some high school,standard,none,70.0,79.0,79.0
528.0,female,group C,high school,standard,none,64.0,66.0,71.0
529.0,male,group E,associate's degree,free/reduced,none,53.0,54.0,51.0
530.0,female,group D,bachelor's degree,standard,none,42.0,50.0,53.0
531.0,female,group D,high school,standard,none,67.0,87.0,77.0
532.0,female,group E,bachelor's degree,standard,completed,94.0,100.0,100.0
533.0,male,group A,some college,free/reduced,completed,67.0,68.0,61.0
534.0,female,group D,master's degree,standard,none,79.0,90.0,95.0
535.0,female,group E,bachelor's degree,standard,none,79.0,70.0,70.0
536.0,male,group D,some high school,standard,none,68.0,70.0,66.0
537.0,female,group C,some college,standard,none,62.0,72.0,71.0
538.0,male,group A,associate's degree,standard,none,98.0,89.0,89.0
539.0,male,group D,bachelor's degree,standard,none,97.0,95.0,90.0
540.0,female,group C,associate's degree,standard,none,75.0,84.0,79.0
541.0,female,group E,some high school,standard,none,61.0,63.0,57.0
542.0,female,group C,high school,standard,none,67.0,73.0,70.0
543.0,female,group D,some college,free/reduced,none,40.0,54.0,59.0
544.0,female,group C,bachelor's degree,free/reduced,none,71.0,67.0,71.0
545.0,female,group C,high school,free/reduced,completed,82.0,83.0,84.0
546.0,female,group B,some high school,standard,none,39.0,63.0,58.0
547.0,male,group C,high school,standard,completed,68.0,61.0,55.0
548.0,female,group C,master's degree,free/reduced,completed,64.0,72.0,72.0
549.0,male,group D,high school,standard,none,86.0,86.0,85.0
550.0,male,group E,some college,free/reduced,none,86.0,78.0,75.0
552.0,female,group D,high school,standard,completed,91.0,95.0,97.0
553.0,male,group B,associate's degree,free/reduced,none,51.0,54.0,48.0
554.0,male,group E,high school,free/reduced,none,50.0,48.0,46.0
555.0,female,group E,some high school,free/reduced,none,51.0,64.0,61.0
556.0,female,group E,some high school,standard,none,66.0,66.0,58.0
557.0,male,group D,associate's degree,standard,completed,99.0,100.0,90.0
558.0,male,group C,some college,standard,completed,86.0,83.0,79.0
559.0,male,group D,high school,free/reduced,none,72.0,68.0,63.0
560.0,female,group D,some college,standard,none,66.0,68.0,74.0
561.0,male,group D,high school,free/reduced,none,71.0,58.0,57.0
562.0,male,group D,some high school,free/reduced,completed,58.0,59.0,54.0
563.0,male,group B,some high school,standard,completed,58.0,59.0,54.0
564.0,female,group E,bachelor's degree,standard,completed,100.0,91.0,95.0
565.0,male,group D,associate's degree,standard,none,51.0,37.0,37.0
566.0,female,group C,some college,standard,completed,50.0,58.0,58.0
567.0,male,group C,high school,standard,completed,73.0,76.0,74.0
568.0,male,group B,some college,standard,none,74.0,62.0,68.0
569.0,female,group B,associate's degree,standard,completed,88.0,100.0,92.0
570.0,female,group E,high school,free/reduced,none,48.0,55.0,49.0
571.0,female,group B,some high school,standard,completed,53.0,67.0,67.0
572.0,male,group B,associate's degree,standard,completed,63.0,60.0,55.0
573.0,female,group D,master's degree,standard,none,74.0,90.0,82.0
574.0,female,group C,associate's degree,standard,none,63.0,72.0,70.0
575.0,male,group D,some college,standard,completed,85.0,86.0,88.0
576.0,female,group C,high school,standard,completed,70.0,85.0,85.0
577.0,male,group C,some high school,free/reduced,none,49.0,58.0,54.0
578.0,female,group C,some high school,standard,none,66.0,73.0,71.0
579.0,male,group D,associate's degree,standard,none,82.0,77.0,76.0
580.0,male,group C,some high school,free/reduced,none,73.0,68.0,65.0
581.0,female,group C,bachelor's degree,standard,completed,81.0,99.0,100.0
582.0,female,group B,bachelor's degree,free/reduced,none,68.0,82.0,73.0
583.0,female,group C,high school,free/reduced,none,51.0,70.0,64.0
584.0,male,group E,high school,standard,none,91.0,93.0,87.0
585.0,male,group D,bachelor's degree,free/reduced,none,54.0,56.0,60.0
586.0,male,group C,associate's degree,standard,none,61.0,56.0,53.0
587.0,female,group E,associate's degree,standard,completed,92.0,92.0,88.0
588.0,female,group C,some college,free/reduced,completed,50.0,61.0,63.0
589.0,female,group B,associate's degree,free/reduced,none,44.0,57.0,56.0
590.0,male,group E,associate's degree,standard,completed,73.0,58.0,64.0
591.0,male,group B,bachelor's degree,standard,completed,84.0,83.0,79.0
592.0,male,group C,bachelor's degree,standard,none,71.0,68.0,65.0
593.0,female,group E,associate's degree,standard,none,94.0,91.0,91.0
594.0,male,group C,master's degree,free/reduced,none,88.0,89.0,76.0
595.0,male,group C,high school,standard,completed,96.0,85.0,86.0
596.0,male,group D,high school,standard,completed,71.0,81.0,78.0
597.0,male,group D,some high school,standard,none,54.0,47.0,45.0
598.0,male,group A,high school,standard,none,85.0,89.0,81.0
599.0,female,group D,high school,standard,completed,57.0,72.0,73.0
600.0,male,group C,bachelor's degree,standard,none,87.0,70.0,74.0
601.0,male,group D,associate's degree,standard,none,98.0,89.0,90.0
602.0,male,group C,some high school,free/reduced,none,39.0,37.0,35.0
603.0,female,group D,bachelor's degree,free/reduced,completed,62.0,78.0,84.0
604.0,female,group B,high school,standard,none,64.0,79.0,75.0
605.0,male,group C,some high school,standard,completed,95.0,89.0,84.0
606.0,female,group B,associate's degree,free/reduced,completed,59.0,63.0,66.0
607.0,male,group D,associate's degree,standard,none,66.0,71.0,62.0
608.0,male,group E,some college,standard,completed,70.0,55.0,62.0
609.0,male,group E,some college,standard,completed,79.0,70.0,67.0
611.0,male,group A,some college,standard,completed,74.0,72.0,67.0
612.0,male,group C,some high school,free/reduced,none,66.0,73.0,56.0
613.0,male,group E,some high school,standard,none,77.0,63.0,60.0
614.0,male,group D,associate's degree,free/reduced,none,67.0,71.0,71.0
615.0,female,group B,some college,free/reduced,none,55.0,62.0,59.0
616.0,male,group D,associate's degree,free/reduced,completed,92.0,92.0,90.0
617.0,male,group C,some college,standard,none,62.0,51.0,52.0
618.0,male,group E,master's degree,free/reduced,none,82.0,84.0,74.0
619.0,female,group B,bachelor's degree,standard,none,70.0,85.0,84.0
620.0,male,group C,associate's degree,free/reduced,completed,65.0,65.0,60.0
621.0,female,group E,associate's degree,standard,completed,92.0,96.0,100.0
622.0,female,group C,some high school,standard,none,42.0,63.0,53.0
623.0,male,group B,some high school,free/reduced,none,22.0,23.0,19.0
624.0,male,group D,associate's degree,standard,none,86.0,80.0,78.0
625.0,male,group A,some high school,free/reduced,completed,61.0,59.0,60.0
626.0,female,group D,some college,standard,none,41.0,45.0,40.0
627.0,male,group E,some high school,standard,none,92.0,77.0,70.0
629.0,female,group C,associate's degree,standard,none,66.0,67.0,71.0
630.0,male,group C,high school,standard,none,85.0,84.0,83.0
631.0,male,group C,some college,standard,completed,72.0,63.0,71.0
633.0,female,group C,high school,free/reduced,none,59.0,63.0,65.0
634.0,female,group E,associate's degree,standard,none,86.0,97.0,89.0
635.0,male,group C,some high school,standard,completed,54.0,48.0,43.0
636.0,female,group D,associate's degree,free/reduced,none,81.0,92.0,84.0
637.0,male,group C,associate's degree,standard,completed,62.0,76.0,74.0
638.0,female,group C,associate's degree,standard,completed,75.0,84.0,81.0
639.0,female,group E,some college,free/reduced,none,46.0,45.0,53.0
640.0,female,group B,some college,free/reduced,completed,66.0,87.0,84.0
641.0,female,group A,associate's degree,free/reduced,none,43.0,63.0,61.0
642.0,female,group D,associate's degree,standard,completed,65.0,73.0,80.0
643.0,female,group A,associate's degree,free/reduced,none,60.0,63.0,69.0
644.0,female,group E,bachelor's degree,free/reduced,none,55.0,71.0,64.0
645.0,male,group D,high school,standard,none,73.0,67.0,70.0
646.0,female,group B,associate's degree,free/reduced,none,54.0,66.0,62.0
647.0,female,group D,associate's degree,standard,none,55.0,60.0,63.0
648.0,female,group D,master's degree,standard,none,60.0,77.0,76.0
649.0,male,group E,high school,standard,none,73.0,62.0,60.0
650.0,female,group B,some college,standard,completed,60.0,62.0,68.0
651.0,male,group D,associate's degree,free/reduced,none,84.0,80.0,83.0
652.0,female,group E,associate's degree,standard,none,97.0,100.0,94.0
653.0,male,group C,some college,standard,none,85.0,67.0,68.0
654.0,female,group B,some college,standard,completed,94.0,97.0,97.0
655.0,female,group B,some college,free/reduced,completed,59.0,68.0,67.0
656.0,female,group D,high school,free/reduced,none,47.0,55.0,57.0
657.0,female,group A,high school,standard,completed,68.0,82.0,80.0
658.0,female,group C,some college,standard,completed,67.0,76.0,81.0
659.0,male,group C,some college,standard,completed,65.0,63.0,64.0
660.0,male,group C,bachelor's degree,free/reduced,none,51.0,57.0,52.0
661.0,male,group E,some high school,standard,none,85.0,69.0,68.0
662.0,male,group E,some college,free/reduced,completed,91.0,83.0,91.0
663.0,male,group B,associate's degree,standard,completed,72.0,73.0,71.0
664.0,female,group E,some college,standard,none,82.0,79.0,81.0
665.0,female,group C,associate's degree,standard,none,74.0,85.0,85.0
666.0,male,group B,associate's degree,free/reduced,none,77.0,70.0,68.0
667.0,male,group D,high school,free/reduced,none,76.0,72.0,71.0
668.0,male,group D,high school,standard,none,84.0,87.0,89.0
669.0,male,group D,high school,standard,none,55.0,54.0,54.0
670.0,male,group C,some high school,free/reduced,none,59.0,54.0,47.0
671.0,male,group C,some college,standard,none,54.0,56.0,54.0
672.0,female,group C,master's degree,free/reduced,completed,66.0,86.0,80.0
673.0,female,group A,some high school,standard,none,47.0,63.0,55.0
674.0,female,group D,some high school,standard,none,72.0,85.0,85.0
675.0,female,group A,some college,standard,none,83.0,79.0,85.0
676.0,male,group C,some college,standard,none,74.0,74.0,71.0
677.0,male,group A,bachelor's degree,standard,none,62.0,59.0,54.0
678.0,female,group C,high school,standard,completed,69.0,81.0,84.0
679.0,female,,associate's degree,standard,none,88.0,91.0,93.0
680.0,male,group C,high school,standard,completed,47.0,49.0,47.0
681.0,male,group A,some college,standard,completed,91.0,81.0,77.0
682.0,male,group D,some high school,free/reduced,completed,61.0,51.0,56.0
683.0,male,group E,associate's degree,free/reduced,none,74.0,73.0,65.0
684.0,female,group C,associate's degree,free/reduced,none,72.0,80.0,78.0
685.0,female,group B,some high school,standard,none,53.0,59.0,57.0
686.0,female,group D,associate's degree,standard,none,89.0,95.0,89.0
687.0,female,group D,some college,standard,none,80.0,80.0,83.0
688.0,female,group C,high school,standard,none,63.0,70.0,70.0
690.0,female,group C,associate's degree,standard,none,74.0,78.0,76.0
691.0,male,group E,high school,free/reduced,completed,63.0,59.0,58.0
692.0,male,group C,high school,standard,none,66.0,64.0,59.0
693.0,male,group D,high school,standard,completed,68.0,59.0,60.0
694.0,female,group A,some college,standard,completed,77.0,92.0,94.0
695.0,male,group D,,standard,completed,66.0,53.0,60.0
696.0,female,group D,some college,free/reduced,none,50.0,57.0,57.0
697.0,male,group D,high school,free/reduced,completed,60.0,68.0,63.0
698.0,female,group B,high school,standard,none,70.0,86.0,82.0
699.0,female,group C,some college,standard,none,62.0,59.0,64.0
700.0,male,group C,high school,standard,none,65.0,59.0,57.0
701.0,female,group E,associate's degree,standard,none,92.0,98.0,94.0
702.0,female,group D,some college,free/reduced,none,74.0,88.0,81.0
703.0,female,group C,some college,standard,none,65.0,80.0,75.0
704.0,male,group B,bachelor's degree,standard,none,86.0,81.0,79.0
705.0,female,group E,high school,standard,completed,92.0,99.0,100.0
706.0,female,group D,some college,free/reduced,none,42.0,59.0,58.0
707.0,male,group A,some high school,free/reduced,completed,66.0,63.0,62.0
708.0,male,group D,some college,standard,none,64.0,68.0,59.0
709.0,female,group C,some college,free/reduced,none,56.0,66.0,65.0
710.0,female,group C,some high school,free/reduced,completed,72.0,76.0,79.0
711.0,male,group C,some college,standard,completed,79.0,82.0,84.0
712.0,female,group D,master's degree,standard,none,70.0,86.0,86.0
713.0,male,group D,high school,free/reduced,none,48.0,53.0,52.0
714.0,male,group D,some high school,standard,completed,69.0,70.0,73.0
715.0,female,group B,some high school,free/reduced,completed,50.0,62.0,63.0
716.0,male,group C,associate's degree,free/reduced,none,59.0,58.0,51.0
717.0,male,group E,associate's degree,free/reduced,none,72.0,70.0,66.0
718.0,female,group C,high school,standard,none,89.0,92.0,92.0
719.0,female,group A,associate's degree,free/reduced,none,24.0,37.0,38.0
720.0,male,group C,some high school,standard,none,56.0,61.0,49.0
721.0,female,group B,some college,free/reduced,completed,63.0,69.0,80.0
722.0,male,group A,bachelor's degree,standard,none,71.0,57.0,56.0
723.0,female,group D,master's degree,standard,completed,70.0,80.0,82.0
724.0,female,group A,some high school,free/reduced,none,48.0,55.0,53.0
725.0,male,group D,associate's degree,standard,none,83.0,78.0,78.0
726.0,female,group B,bachelor's degree,free/reduced,none,68.0,71.0,73.0
727.0,male,group C,some high school,standard,none,47.0,45.0,38.0
728.0,male,group B,some high school,free/reduced,none,52.0,56.0,53.0
729.0,female,group A,bachelor's degree,standard,completed,90.0,98.0,99.0
730.0,male,group C,high school,standard,none,55.0,51.0,43.0
731.0,female,group B,master's degree,free/reduced,completed,50.0,63.0,69.0
732.0,male,group C,associate's degree,free/reduced,none,74.0,74.0,65.0
733.0,male,group C,high school,standard,none,58.0,63.0,57.0
734.0,male,group C,high school,standard,none,69.0,69.0,61.0
735.0,male,group B,bachelor's degree,standard,completed,78.0,89.0,85.0
736.0,male,group C,associate's degree,standard,completed,84.0,76.0,73.0
737.0,male,group D,some college,free/reduced,none,57.0,58.0,56.0
738.0,female,group C,some college,standard,none,83.0,94.0,92.0
739.0,female,group B,bachelor's degree,standard,completed,87.0,93.0,96.0
740.0,female,group E,some college,standard,none,84.0,81.0,84.0
741.0,male,group A,some college,free/reduced,none,52.0,49.0,49.0
742.0,female,group D,some high school,free/reduced,completed,56.0,71.0,78.0
743.0,female,group E,high school,free/reduced,none,67.0,70.0,66.0
744.0,female,group C,some high school,standard,none,53.0,53.0,53.0
745.0,male,group D,some high school,standard,none,79.0,86.0,79.0
746.0,female,group C,some high school,free/reduced,none,32.0,38.0,30.0
747.0,female,group B,some high school,standard,none,34.0,44.0,39.0
748.0,female,group C,high school,standard,none,80.0,90.0,83.0
749.0,female,group D,associate's degree,standard,none,86.0,87.0,89.0
750.0,male,group C,some high school,free/reduced,none,56.0,54.0,51.0
752.0,male,group E,high school,standard,completed,88.0,84.0,89.0
753.0,female,group D,some college,free/reduced,completed,43.0,46.0,56.0
754.0,male,group C,some college,free/reduced,completed,76.0,79.0,77.0
755.0,male,group C,bachelor's degree,standard,none,47.0,52.0,50.0
756.0,male,group D,associate's degree,standard,completed,88.0,85.0,85.0
757.0,male,group E,associate's degree,standard,none,64.0,61.0,58.0
758.0,female,group D,bachelor's degree,free/reduced,none,67.0,90.0,90.0
759.0,female,group E,associate's degree,free/reduced,none,57.0,73.0,66.0
760.0,male,group D,high school,free/reduced,none,68.0,52.0,56.0
761.0,male,group C,master's degree,free/reduced,completed,59.0,60.0,65.0
762.0,male,group D,some college,free/reduced,none,67.0,65.0,68.0
763.0,male,group C,bachelor's degree,standard,none,90.0,95.0,85.0
764.0,male,group C,bachelor's degree,free/reduced,completed,77.0,74.0,71.0
765.0,male,group C,some college,free/reduced,none,64.0,58.0,56.0
766.0,male,group D,some college,standard,none,100.0,97.0,89.0
767.0,female,group D,high school,standard,none,57.0,48.0,47.0
768.0,male,group D,some college,standard,completed,97.0,87.0,92.0
769.0,male,group D,some high school,standard,none,63.0,61.0,64.0
770.0,female,group D,bachelor's degree,standard,completed,87.0,94.0,100.0
771.0,male,group B,some high school,free/reduced,none,52.0,48.0,47.0
772.0,male,group A,associate's degree,standard,none,55.0,45.0,49.0
773.0,male,group C,high school,standard,none,76.0,68.0,60.0
774.0,female,group D,some high school,standard,completed,67.0,84.0,82.0
775.0,female,group B,associate's degree,standard,completed,65.0,71.0,75.0
776.0,female,group D,some high school,free/reduced,none,68.0,79.0,76.0
777.0,male,group D,associate's degree,standard,none,69.0,66.0,68.0
778.0,female,group B,some college,free/reduced,none,43.0,50.0,50.0
779.0,female,group C,some college,standard,completed,70.0,81.0,81.0
780.0,female,group E,some high school,free/reduced,none,31.0,43.0,43.0
781.0,male,group C,bachelor's degree,free/reduced,completed,76.0,72.0,76.0
782.0,male,group D,master's degree,free/reduced,completed,87.0,92.0,100.0
783.0,male,group A,bachelor's degree,standard,completed,79.0,66.0,67.0
784.0,male,group D,associate's degree,free/reduced,completed,58.0,54.0,59.0
785.0,female,group E,high school,free/reduced,none,43.0,53.0,46.0
786.0,male,group C,associate's degree,free/reduced,none,45.0,47.0,44.0
787.0,female,group D,some high school,free/reduced,completed,61.0,83.0,79.0
788.0,female,group C,some college,standard,none,82.0,97.0,92.0
789.0,male,group C,associate's degree,standard,none,79.0,63.0,67.0
790.0,female,group E,high school,standard,none,66.0,64.0,60.0
791.0,male,group E,high school,free/reduced,completed,91.0,83.0,81.0
792.0,male,group D,high school,free/reduced,none,52.0,52.0,46.0
793.0,female,group B,some college,free/reduced,none,59.0,66.0,75.0
794.0,female,group B,some high school,standard,completed,72.0,86.0,89.0
795.0,male,group B,associate's degree,free/reduced,none,80.0,74.0,75.0
796.0,female,group B,some high school,free/reduced,none,55.0,71.0,69.0
797.0,female,group C,some high school,standard,completed,47.0,66.0,55.0
798.0,male,group C,high school,standard,none,63.0,52.0,50.0
799.0,male,group E,bachelor's degree,free/reduced,none,59.0,59.0,51.0
800.0,male,group A,some high school,standard,completed,64.0,62.0,58.0
801.0,male,group D,high school,standard,none,46.0,42.0,36.0
802.0,female,group C,bachelor's degree,standard,completed,70.0,82.0,88.0
803.0,female,group D,master's degree,free/reduced,completed,62.0,65.0,71.0
804.0,female,group D,some high school,standard,none,71.0,72.0,73.0
805.0,female,group B,some high school,standard,none,77.0,89.0,90.0
806.0,male,group C,some college,free/reduced,none,50.0,52.0,42.0
807.0,male,group C,associate's degree,free/reduced,completed,67.0,64.0,60.0
808.0,female,group E,associate's degree,free/reduced,none,55.0,54.0,53.0
809.0,male,group C,high school,free/reduced,none,72.0,69.0,62.0
810.0,male,group C,associate's degree,standard,completed,82.0,87.0,91.0
811.0,male,group C,some college,free/reduced,none,65.0,61.0,57.0
812.0,female,group E,some high school,standard,none,69.0,76.0,72.0
813.0,male,group C,high school,free/reduced,none,40.0,44.0,40.0
814.0,female,group C,some college,standard,none,58.0,74.0,77.0
815.0,female,group B,some college,free/reduced,none,62.0,72.0,76.0
816.0,male,group D,some high school,standard,none,80.0,65.0,64.0
817.0,male,group C,high school,free/reduced,none,47.0,43.0,43.0
818.0,female,group D,associate's degree,free/reduced,completed,74.0,76.0,83.0
819.0,female,group C,associate's degree,free/reduced,completed,30.0,49.0,55.0
820.0,female,group B,high school,standard,completed,52.0,60.0,61.0
821.0,female,group B,some college,standard,none,92.0,92.0,89.0
822.0,female,group E,some high school,standard,none,94.0,94.0,90.0
823.0,male,group B,some high school,standard,none,48.0,47.0,48.0
824.0,female,group B,associate's degree,standard,completed,50.0,54.0,58.0
825.0,male,group C,bachelor's degree,free/reduced,completed,67.0,58.0,63.0
826.0,male,group C,high school,free/reduced,completed,31.0,35.0,32.0
827.0,female,group B,master's degree,standard,completed,73.0,81.0,83.0
828.0,male,group D,high school,standard,none,70.0,56.0,59.0
829.0,female,group D,some college,standard,completed,69.0,87.0,88.0
830.0,female,group C,bachelor's degree,free/reduced,completed,81.0,99.0,97.0
831.0,female,group C,some college,standard,none,52.0,57.0,57.0
832.0,female,group D,bachelor's degree,free/reduced,completed,71.0,79.0,82.0
833.0,female,group B,associate's degree,free/reduced,completed,68.0,67.0,72.0
834.0,female,group A,some high school,standard,completed,65.0,75.0,77.0
835.0,male,group C,bachelor's degree,free/reduced,none,61.0,54.0,54.0
836.0,male,group A,some college,standard,none,77.0,68.0,69.0
837.0,female,group D,associate's degree,free/reduced,completed,61.0,76.0,80.0
838.0,female,group E,associate's degree,free/reduced,none,71.0,73.0,72.0
839.0,male,group C,some college,free/reduced,completed,57.0,54.0,54.0
840.0,female,group C,some college,standard,none,58.0,63.0,58.0
841.0,female,group B,some college,standard,completed,67.0,79.0,78.0
842.0,male,group C,some high school,free/reduced,none,59.0,58.0,52.0
843.0,male,group C,associate's degree,standard,none,92.0,95.0,81.0
844.0,female,group B,high school,standard,none,71.0,77.0,82.0
845.0,male,group C,associate's degree,standard,none,83.0,73.0,74.0
847.0,male,group A,associate's degree,free/reduced,none,65.0,57.0,53.0
848.0,female,group B,bachelor's degree,standard,completed,72.0,81.0,87.0
849.0,female,group D,some college,standard,completed,76.0,76.0,82.0
850.0,male,group C,associate's degree,standard,none,83.0,73.0,69.0
851.0,female,group D,some high school,standard,none,52.0,53.0,57.0
852.0,male,group A,high school,free/reduced,none,44.0,47.0,42.0
853.0,female,group E,some college,standard,none,97.0,92.0,92.0
854.0,female,group B,some high school,standard,completed,65.0,75.0,74.0
855.0,female,group D,bachelor's degree,standard,completed,78.0,92.0,93.0
856.0,male,group C,associate's degree,standard,completed,69.0,62.0,69.0
